MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
1500.json	com.facebook.GraphRequestBatch.getId()	13.json,1422.json	com.facebook.GraphResponse.createResponsesFromString(java.lang.String, java.net.HttpURLConnection, com.facebook.GraphRequestBatch),com.facebook.GraphRequest.serializeToUrlConnection(com.facebook.GraphRequestBatch, java.net.HttpURLConnection)	true	2257
584.json	com.facebook.internal.FacebookRequestErrorClassification.getLoginRecoverableErrors()	noCall	noCall	true	1349
2568.json	com.facebook.share.model.ShareMessengerGenericTemplateContent.Builder.setImageAspectRatio(com.facebook.share.model.ShareMessengerGenericTemplateContent.ImageAspectRatio)	noCall	noCall	true	363
1536.json	com.facebook.AccessToken.refreshCurrentAccessTokenAsync()	noCall	noCall	true	1313
3507.json	com.facebook.places.internal.LocationPackageRequestParams.getLocationProviders()	3570.json	com.facebook.places.internal.LocationScannerImpl.initAndCheckEligibility()	true	594
1139.json	com.facebook.appevents.codeless.internal.PathComponent.MatchBitmaskType.getValue()	noCall	noCall	false	168
2947.json	com.facebook.share.widget.LikeView.setHorizontalAlignment(com.facebook.share.widget.LikeView.HorizontalAlignment)	noCall	noCall	true	1523
597.json	com.facebook.internal.FetchedAppSettings.supportsImplicitLogging()	null	com.facebook.appevents.AppEventQueue.buildRequestForSession(com.facebook.appevents.AccessTokenAppIdPair, com.facebook.appevents.SessionEventsState, boolean, com.facebook.appevents.FlushStatistics)	true	1931
3658.json	com.example.switchuser.SettingsFragment.Anonymous-8a7f25c8-4509-4f75-b644-c8009222b642.onCancel()	noCall	noCall	true	1349
1522.json	com.facebook.AccessTokenManager.shouldExtendAccessToken()	1521.json	com.facebook.AccessTokenManager.extendAccessTokenIfNeeded()	true	2309
3538.json	com.facebook.places.internal.BleScannerLegacy.startScanning()	noCall	noCall	true	594
3824.json	com.example.rps.MainActivity.handleNativeLink()	noCall	noCall	false	2188
64.json	com.facebook.FacebookSdk.getClientToken()	144.json,1409.json	com.facebook.internal.Validate.hasClientToken(),com.facebook.GraphRequest.addCommonParameters()	true	1349
3413.json	com.facebook.login.widget.LoginButton.registerCallback(com.facebook.CallbackManager, com.facebook.FacebookCallback<com.facebook.login.LoginResult>)	noCall	noCall	true	1349
2781.json	com.facebook.share.model.SharePhotoContent.Builder.addPhoto(com.facebook.share.model.SharePhoto)	noCall	noCall	true	1349
1955.json	com.facebook.share.ShareApi.Anonymous-b32f2739-54ae-4a8d-a569-30f2fa74ad74.onComplete()	noCall	noCall	true	2611
3680.json	com.example.switchuser.UserInfo.describeContents()	noCall	noCall	true	2232
1377.json	com.facebook.GraphRequest.getBatchEntryDependsOn()	noCall	noCall	true	2254
1989.json	com.facebook.share.ShareApi.stagePhoto(com.facebook.share.model.SharePhoto, com.facebook.internal.CollectionMapper.OnMapValueCompleteListener)	1976.json,1975.json	com.facebook.share.ShareApi.stageCollectionValues(com.facebook.internal.CollectionMapper.Collection<T>, com.facebook.internal.CollectionMapper.OnMapperCompleteListener),com.facebook.share.ShareApi.Anonymous-6de3f6a1-5ee8-4b15-9862-4d2672f80e3d.mapValue(java.lang.Object, com.facebook.internal.CollectionMapper.OnMapValueCompleteListener)	true	1349
1898.json	com.facebook.share.widget.SendButton.getDialog()	noCall	noCall	true	1180
3706.json	com.facebook.fbloginsample.ProfileActivity.onCompleted(com.facebook.fbloginsample.entities.User)	noCall	noCall	true	389
1503.json	com.facebook.GraphRequestBatch.getRequests()	1396.json	com.facebook.GraphRequest.executeBatchAndWait(com.facebook.GraphRequestBatch)	true	2187
3529.json	com.facebook.places.internal.LocationPackageRequestParams.Builder.setWifiMaxScanResults(int)	noCall	noCall	true	594
1168.json	com.facebook.appevents.codeless.ViewIndexer.Anonymous-793f68f5-6c1d-4121-bd5b-7fbc3941b6ad.onCompleted(com.facebook.GraphResponse)	noCall	noCall	true	45
1336.json	com.facebook.FacebookException.toString()	3868.json,3776.json,null,505.json,null	com.example.rps.RpsFragment.Anonymous-6ee37fb2-86e2-456c-b86a-5a749f614bbf.onError(com.facebook.FacebookException),com.example.hellofacebook.HelloFacebookSampleActivity.Anonymous-ae7d8933-76e1-4e76-915b-4196cdee707c.onError(com.facebook.FacebookException),com.example.rps.RpsFragment.Anonymous-03b19acd-7350-40ed-9e2d-766e7a741523.onError(com.facebook.FacebookException),com.facebook.internal.NativeProtocol.createBundleForException(com.facebook.FacebookException),com.example.rps.MainActivity.Anonymous-0b52adcc-c449-4280-8ed7-24a1946e7cc9.onError(com.facebook.FacebookException)	false	1349
2984.json	com.facebook.FacebookButtonBase.onAttachedToWindow()	3415.json	com.facebook.login.widget.LoginButton.onAttachedToWindow()	true	2188
1619.json	com.facebook.FacebookRequestError.getErrorClassification()	noCall	noCall	true	1349
2629.json	com.facebook.share.model.SharePhoto.getCaption()	noCall	noCall	true	1313
2331.json	com.facebook.share.internal.LikeButton.getDefaultRequestCode()	noCall	noCall	true	1285
2648.json	com.facebook.share.model.ShareOpenGraphObject.Builder.build()	null	com.example.scrumptious.SelectionFragment.EatListElement.populateOpenGraphAction(com.facebook.share.model.ShareOpenGraphAction.Builder)	true	1349
1353.json	com.facebook.GraphRequest.newMyFriendsRequest(com.facebook.AccessToken, com.facebook.GraphRequest.GraphJSONArrayCallback)	noCall	noCall	true	2378
1140.json	com.facebook.appevents.codeless.ViewIndexingTrigger.setOnShakeListener(com.facebook.appevents.codeless.ViewIndexingTrigger.OnShakeListener)	noCall	noCall	false	45
3382.json	com.facebook.login.widget.LoginButton.ToolTipMode.getValue()	3380.json	com.facebook.login.widget.LoginButton.ToolTipMode.fromInt(int)	false	1341
3768.json	com.facebook.fbloginsample.entities.Post.getId()	noCall	noCall	true	389
1002.json	com.facebook.appevents.UserDataStore.initAndWait()	999.json,null,991.json	com.facebook.appevents.UserDataStore.getHashedUserData(),com.facebook.appevents.UserDataStore.Anonymous-6da67c15-12bc-4e77-9060-841c9cb1402e.run(),com.facebook.appevents.UserDataStore.initStore()	false	96
377.json	com.facebook.internal.Utility.unmodifiableCollection(T...)	noCall	noCall	true	2353
1376.json	com.facebook.GraphRequest.setBatchEntryName(java.lang.String)	noCall	noCall	true	2348
3114.json	com.facebook.login.LoginClient.getCurrentHandler()	3122.json,3113.json,3124.json,3118.json	com.facebook.login.LoginClient.tryCurrentHandler(),com.facebook.login.LoginClient.cancelCurrentHandler(),com.facebook.login.LoginClient.complete(com.facebook.login.LoginClient.Result),com.facebook.login.LoginClient.tryNextHandler()	false	1349
1112.json	com.facebook.appevents.codeless.internal.EventBinding.getMethod()	noCall	noCall	true	168
1155.json	com.facebook.appevents.codeless.RCTCodelessLoggingEventListener.AutoLoggingOnTouchListener.Anonymous-9620fa0b-facc-4f0d-b857-4132f0a2a3c0.run()	noCall	noCall	true	35
2686.json	com.facebook.share.model.GameRequestContent.Builder.setData(java.lang.String)	noCall	noCall	true	2209
1184.json	com.facebook.appevents.codeless.CodelessMatcher.ViewMatcher.startMatch()	null,1182.json,1183.json	com.facebook.appevents.codeless.CodelessMatcher.ViewMatcher.run(),com.facebook.appevents.codeless.CodelessMatcher.ViewMatcher.onGlobalLayout(),com.facebook.appevents.codeless.CodelessMatcher.ViewMatcher.onScrollChanged()	true	168
2365.json	com.facebook.share.internal.ShareContentValidation.validateOpenGraphAction(com.facebook.share.model.ShareOpenGraphAction, com.facebook.share.internal.ShareContentValidation.Validator)	2389.json	com.facebook.share.internal.ShareContentValidation.Validator.validate(com.facebook.share.model.ShareOpenGraphAction)	true	1349
1771.json	com.facebook.share.internal.VideoUploader.FinishUploadWorkItem.getParameters()	noCall	noCall	true	1313
3056.json	com.facebook.login.DeviceAuthDialog.presentConfirmation(java.lang.String, com.facebook.internal.Utility.PermissionsPair, java.lang.String, java.lang.String, java.util.Date, java.util.Date)	3057.json,3058.json	com.facebook.login.DeviceAuthDialog.Anonymous-223c8487-31ba-4497-9da4-77ea1c31c38c.onCompleted(com.facebook.GraphResponse),com.facebook.login.DeviceAuthDialog.onSuccess(java.lang.String, java.lang.Long, java.lang.Long)	true	768
3078.json	com.facebook.login.LoginBehavior.allowsDeviceAuth()	3116.json	com.facebook.login.LoginClient.getHandlersToTry(com.facebook.login.LoginClient.Request)	true	1055
3762.json	com.facebook.fbloginsample.entities.User.getName()	3706.json	com.facebook.fbloginsample.ProfileActivity.onCompleted(com.facebook.fbloginsample.entities.User)	true	389
2765.json	com.facebook.share.model.ShareContent.getShareHashtag()	noCall	noCall	true	965
481.json	com.facebook.internal.NativeProtocol.EffectTestAppInfo.getPackage()	noCall	noCall	true	1747
1841.json	com.facebook.share.widget.DeviceShareButton.getDefaultRequestCode()	noCall	noCall	true	965
1159.json	com.facebook.appevents.codeless.ViewIndexer.Anonymous-95f386f9-db64-4189-a1c0-8940397fb5c8.run()	noCall	noCall	true	45
160.json	com.facebook.internal.BoltsMeasurementEventListener.close()	162.json	com.facebook.internal.BoltsMeasurementEventListener.finalize()	true	1599
2465.json	com.facebook.share.internal.LikeActionController.serializeToDiskAsync(com.facebook.share.internal.LikeActionController)	null,2456.json	com.facebook.share.internal.LikeActionController.updateState(boolean, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String),com.facebook.share.internal.LikeActionController.createControllerForObjectIdAndType(java.lang.String, com.facebook.share.widget.LikeView.ObjectType, com.facebook.share.internal.LikeActionController.CreationCallback)	false	1523
2866.json	com.facebook.share.model.ShareOpenGraphValueContainer.Builder.putInt(java.lang.String, int)	noCall	noCall	true	1349
3236.json	com.facebook.login.WebViewLoginMethodHandler.getNameForLogging()	noCall	noCall	true	1931
2286.json	com.facebook.share.internal.ShareFeedContent.Builder.setMediaSource(java.lang.String)	noCall	noCall	true	1244
1965.json	com.facebook.share.ShareApi.getSharePhotoCommonParameters(com.facebook.share.model.SharePhoto, com.facebook.share.model.SharePhotoContent)	1961.json	com.facebook.share.ShareApi.sharePhotoContent(com.facebook.share.model.SharePhotoContent, com.facebook.FacebookCallback<com.facebook.share.Sharer.Result>)	true	1055
364.json	com.facebook.internal.ImageDownloader.RequestKey.hashCode()	noCall	noCall	true	1507
746.json	com.facebook.GraphRequestAsyncTask.toString()	noCall	noCall	true	2378
3904.json	com.example.shareit.PageSelector.init()	noCall	noCall	true	1211
